Date,AwayTeam,HomeTeam,A_1_recwOBA,A_2_recwOBA,A_3_recwOBA,A_4_recwOBA,A_5_recwOBA,A_6_recwOBA,A_7_recwOBA,A_8_recwOBA,A_9_recwOBA,H_1_recwOBA,H_2_recwOBA,H_3_recwOBA,H_4_recwOBA,H_5_recwOBA,H_6_recwOBA,H_7_recwOBA,H_8_recwOBA,H_9_recwOBA

11-04-2018,Seattle Mariners,Kansas City Royals,0.238,0.407,0.571,0.223,0.288,0.588,nan,0.0,0.321,0.384,0.361,0.66,0.215,0.292,0.523,0.227,0.214,nan

12-04-2018,Los Angeles Angels,Kansas City Royals,nan,0.431,0.3,0.303,0.422,0.395,0.3,0.419,0.472,0.198,0.362,0.66,0.19,0.414,nan,nan,0.214,0.263

13-04-2018,Los Angeles Angels,Kansas City Royals,nan,0.619,0.474,0.255,0.348,0.276,0.42,0.464,0.387,nan,0.304,0.553,0.348,0.13,0.262,0.321,0.216,0.19

14-04-2018,Los Angeles Angels,Kansas City Royals,0.358,0.489,0.336,0.326,0.232,0.32,0.373,0.557,0.57,0.243,0.24,0.391,0.422,0.174,0.319,0.348,0.274,0.176

24-04-2018,Milwaukee Brewers,Kansas City Royals,0.36,0.428,0.31,0.785,0.296,0.416,0.384,0.275,0.099,0.104,0.317,0.312,nan,0.124,0.573,0.243,0.214,0.376

25-04-2018,Milwaukee Brewers,Kansas City Royals,0.509,0.216,0.334,0.664,0.405,0.736,0.349,0.348,0.263,0.161,0.201,0.25,nan,0.187,0.426,0.365,0.281,0.269

26-04-2018,Chicago White Sox,Kansas City Royals,0.656,0.49,0.391,0.323,nan,0.209,0.0,0.122,0.097,0.254,0.679,0.352,nan,0.304,0.332,0.348,0.27,0.209

27-04-2018,Chicago White Sox,Kansas City Royals,0.268,0.319,0.511,0.403,0.547,0.579,0.176,0.069,0.097,0.216,0.363,nan,0.267,0.407,0.254,0.267,0.306,0.296

29-04-2018,Chicago White Sox,Kansas City Royals,0.26,0.149,0.248,0.381,0.538,nan,0.444,0.49,0.218,0.279,0.291,0.374,0.48,0.053,0.186,0.417,0.187,0.284

03-05-2018,Detroit Tigers,Kansas City Royals,0.232,0.347,0.541,0.32,0.374,0.389,0.335,0.135,0.079,0.327,0.492,0.265,0.236,0.286,0.424,0.349,0.376,0.298

04-05-2018,Detroit Tigers,Kansas City Royals,0.385,0.298,0.43,0.145,0.234,0.421,0.437,0.158,0.269,0.184,0.559,0.278,0.399,0.349,0.424,0.461,0.588,0.124

05-05-2018,Detroit Tigers,Kansas City Royals,0.236,0.323,0.312,0.379,0.32,0.434,0.47,0.145,0.174,0.382,0.456,0.281,0.378,0.326,0.069,0.572,0.33,0.493

06-05-2018,Detroit Tigers,Kansas City Royals,0.434,0.201,0.579,0.374,0.094,0.138,0.246,nan,0.0,0.111,0.269,0.267,0.378,0.381,0.348,0.263,0.312,0.424

14-05-2018,Tampa Bay Rays,Kansas City Royals,0.246,0.497,0.444,0.124,0.294,0.387,0.224,0.251,0.381,0.347,0.298,0.348,0.31,0.382,0.173,0.202,0.243,nan

15-05-2018,Tampa Bay Rays,Kansas City Royals,0.375,0.456,0.29,0.553,0.347,0.246,0.594,0.145,0.0,0.452,0.412,0.231,0.174,0.195,0.158,nan,0.174,0.0

16-05-2018,Tampa Bay Rays,Kansas City Royals,0.384,0.403,0.124,0.067,0.299,0.319,0.238,0.188,0.37,0.251,0.333,0.383,0.231,0.484,0.275,nan,0.367,0.158

18-05-2018,New York Yankees,Kansas City Royals,0.405,0.424,0.104,0.522,0.58,0.25,0.3,0.361,0.367,0.484,0.202,0.281,0.057,0.465,nan,0.346,0.3,0.087

19-05-2018,New York Yankees,Kansas City Royals,0.29,0.297,0.631,0.346,0.255,0.246,nan,0.135,0.362,0.347,0.202,0.32,0.321,0.428,0.346,0.304,0.218,0.124

20-05-2018,New York Yankees,Kansas City Royals,0.237,0.099,0.374,0.47,0.379,0.161,0.399,0.33,0.554,0.376,0.216,0.293,0.48,0.42,0.188,0.216,0.145,0.26

28-05-2018,Minnesota Twins,Kansas City Royals,0.187,0.319,0.216,0.13,0.174,0.408,0.0,0.057,0.0,0.324,0.397,0.404,0.216,0.234,0.55,0.348,0.13,nan

29-05-2018,Minnesota Twins,Kansas City Royals,0.298,0.441,0.349,0.161,0.345,0.243,0.269,0.124,0.29,0.521,0.359,0.349,0.35,0.202,0.401,0.388,0.122,0.318

30-05-2018,Minnesota Twins,Kansas City Royals,0.249,0.417,0.268,0.153,0.188,0.275,0.0,0.193,0.086,0.586,0.235,0.285,0.351,0.221,0.336,0.243,0.193,0.29

01-06-2018,Oakland Athletics,Kansas City Royals,0.194,0.292,0.227,0.363,0.255,0.294,0.347,0.086,0.255,0.532,0.312,0.404,0.262,0.514,0.272,0.36,0.345,0.275

02-06-2018,Oakland Athletics,Kansas City Royals,0.267,0.25,0.161,0.278,0.615,0.361,0.475,0.333,0.0,0.266,0.453,0.35,0.227,0.372,0.186,0.363,0.329,0.35

03-06-2018,Oakland Athletics,Kansas City Royals,0.432,0.191,0.208,0.291,0.688,0.424,0.401,0.52,0.363,0.281,0.512,0.363,0.366,0.579,0.202,0.399,0.327,0.449

12-06-2018,Cincinnati Reds,Kansas City Royals,0.38,0.259,0.569,0.273,0.524,0.389,0.555,0.281,0.257,0.348,0.234,0.263,0.261,0.54,0.202,0.135,0.057,0.099

13-06-2018,Cincinnati Reds,Kansas City Royals,0.243,0.304,0.554,0.254,0.462,0.308,0.385,0.468,0.224,0.42,0.072,0.294,0.0,0.323,0.292,0.057,0.156,0.097

15-06-2018,Houston Astros,Kansas City Royals,0.414,0.252,0.335,0.552,0.336,0.614,0.507,0.292,0.464,0.579,0.072,0.294,0.309,0.159,0.234,0.079,0.097,0.197

16-06-2018,Houston Astros,Kansas City Royals,0.195,0.325,0.421,0.543,0.394,0.614,0.654,0.363,0.786,0.434,0.159,0.132,0.234,0.057,0.079,0.296,0.0,0.203

17-06-2018,Houston Astros,Kansas City Royals,0.195,0.409,0.446,0.374,0.347,0.311,0.31,0.663,0.242,0.523,0.19,0.231,0.0,0.13,0.079,0.232,0.188,0.174

18-06-2018,Texas Rangers,Kansas City Royals,0.307,0.387,0.301,0.443,0.512,0.322,0.201,0.284,0.447,0.388,0.247,0.434,0.145,0.292,0.0,0.218,0.188,nan

19-06-2018,Texas Rangers,Kansas City Royals,0.609,0.298,0.336,0.347,0.337,0.281,0.18,0.381,0.462,0.408,0.269,0.33,0.218,0.292,0.377,0.072,0.13,0.343

20-06-2018,Texas Rangers,Kansas City Royals,0.464,0.244,0.51,0.176,0.406,0.293,0.12,0.521,0.0,0.173,0.363,0.399,0.218,0.375,0.234,0.367,0.079,nan

25-06-2018,Los Angeles Angels,Kansas City Royals,0.087,0.145,0.422,0.246,0.281,0.218,0.332,0.505,0.109,0.111,0.287,0.211,0.234,0.367,0.315,0.346,0.416,0.097

02-07-2018,Cleveland Indians,Kansas City Royals,0.699,0.227,0.539,0.322,0.347,0.291,0.27,0.124,0.138,0.402,0.174,0.403,0.174,0.09,nan,0.207,0.0,0.19

03-07-2018,Cleveland Indians,Kansas City Royals,0.827,0.273,0.606,0.299,0.0,0.324,0.306,0.0,0.485,0.417,0.134,0.246,0.159,0.379,0.069,0.124,0.0,0.122

04-07-2018,Cleveland Indians,Kansas City Royals,0.862,0.255,0.456,0.279,0.544,0.202,0.351,0.0,0.0,0.336,0.294,0.216,0.366,0.394,0.087,0.218,0.087,0.099

06-07-2018,Boston Red Sox,Kansas City Royals,0.443,0.142,0.43,0.232,0.409,0.256,0.408,0.238,0.462,0.363,0.414,0.363,0.256,0.304,0.29,0.366,0.158,0.158

07-07-2018,Boston Red Sox,Kansas City Royals,0.397,0.33,0.55,0.326,0.588,0.362,0.231,0.0,0.468,0.347,0.333,0.263,0.277,0.202,0.39,0.218,0.255,0.237

08-07-2018,Boston Red Sox,Kansas City Royals,0.536,0.759,0.415,0.363,0.72,0.359,0.47,0.33,0.174,0.41,0.333,0.365,0.349,0.234,0.13,0.23,0.218,0.223

20-07-2018,Minnesota Twins,Kansas City Royals,0.429,0.533,0.36,0.256,0.6,0.23,0.398,0.391,0.427,0.467,0.469,0.117,0.35,0.187,0.173,0.111,0.238,0.224

21-07-2018,Minnesota Twins,Kansas City Royals,0.312,0.475,0.325,0.389,0.335,0.398,0.362,0.371,0.261,0.376,0.404,0.188,0.408,0.379,0.232,0.0,0.189,0.261

22-07-2018,Minnesota Twins,Kansas City Royals,0.496,0.422,0.233,0.375,0.31,0.36,0.279,0.347,0.289,0.281,0.265,0.302,0.393,0.555,0.242,0.142,0.367,0.237

23-07-2018,Detroit Tigers,Kansas City Royals,0.224,0.158,0.269,0.379,0.079,0.468,0.231,0.511,0.145,0.134,0.205,0.321,0.212,0.135,0.611,0.145,0.499,0.281

24-07-2018,Detroit Tigers,Kansas City Royals,0.247,0.13,0.19,0.379,0.304,0.348,0.319,0.431,0.0,0.12,0.361,0.315,0.269,0.379,0.306,0.347,0.522,0.225

25-07-2018,Detroit Tigers,Kansas City Royals,0.292,0.13,0.312,0.153,0.466,0.072,0.0,0.144,0.249,0.159,0.304,0.385,0.377,0.26,0.173,0.152,0.243,0.445

06-08-2018,Chicago Cubs,Kansas City Royals,0.701,0.366,0.367,0.682,0.49,0.284,0.221,0.193,0.249,0.623,0.455,0.338,0.29,0.134,0.072,0.218,0.379,0.274

07-08-2018,Chicago Cubs,Kansas City Royals,0.393,0.553,0.536,0.54,0.702,0.385,0.221,0.218,0.097,0.47,0.441,0.189,0.387,0.134,0.158,0.109,0.269,0.156

08-08-2018,Chicago Cubs,Kansas City Royals,0.275,0.513,0.347,0.739,0.52,0.3,0.142,0.13,0.26,0.417,0.374,0.256,0.443,0.296,0.079,0.173,0.109,0.142

10-08-2018,St. Louis Cardinals,Kansas City Royals,0.472,0.326,0.188,0.569,0.477,0.077,0.405,0.212,0.193,0.067,0.201,0.205,0.462,0.363,0.332,0.343,0.234,0.069

11-08-2018,St. Louis Cardinals,Kansas City Royals,0.501,0.541,0.401,0.304,0.486,0.225,0.312,0.361,nan,0.111,0.26,0.205,0.403,0.24,0.537,0.063,0.376,0.362

12-08-2018,St. Louis Cardinals,Kansas City Royals,0.376,0.651,0.622,0.331,0.336,0.33,0.26,0.701,nan,0.099,0.245,0.19,0.29,0.173,0.333,0.317,0.539,0.152

13-08-2018,Toronto Blue Jays,Kansas City Royals,0.238,0.237,0.063,0.079,0.225,0.35,0.351,0.238,nan,0.173,0.23,0.364,0.348,0.173,0.402,0.142,0.394,0.506

14-08-2018,Toronto Blue Jays,Kansas City Royals,0.223,0.414,0.188,0.26,0.142,0.388,0.351,0.238,nan,0.348,0.172,0.231,0.393,0.202,0.202,0.3,0.389,0.309

15-08-2018,Toronto Blue Jays,Kansas City Royals,0.225,0.109,0.346,0.299,0.35,0.447,0.191,0.363,0.124,0.42,0.173,0.348,0.332,0.332,0.296,0.221,0.122,0.573

16-08-2018,Toronto Blue Jays,Kansas City Royals,0.174,0.307,0.346,0.23,0.289,0.476,nan,0.142,0.309,0.478,0.173,0.553,0.26,0.26,0.219,0.68,0.0,0.486

24-08-2018,Cleveland Indians,Kansas City Royals,0.198,0.43,0.289,0.68,0.223,0.59,0.142,0.452,0.413,0.538,0.304,0.072,0.315,0.405,0.408,0.335,0.0,0.097

25-08-2018,Cleveland Indians,Kansas City Royals,0.26,0.372,0.304,0.432,0.432,0.172,0.079,0.698,0.261,0.437,0.376,0.219,0.142,0.275,0.51,0.497,0.072,0.0

26-08-2018,Cleveland Indians,Kansas City Royals,0.134,0.187,0.188,0.158,0.485,0.284,0.0,0.122,0.29,0.449,0.376,0.378,0.508,0.367,0.494,0.363,0.069,0.145

28-08-2018,Detroit Tigers,Kansas City Royals,0.248,0.383,0.374,0.161,0.221,0.218,0.479,0.072,0.267,0.456,0.246,0.54,0.221,0.145,0.294,0.363,0.142,0.158

29-08-2018,Detroit Tigers,Kansas City Royals,0.161,0.329,0.269,0.158,0.527,0.566,0.188,0.312,0.111,0.537,0.231,0.552,0.57,0.333,0.237,0.414,0.142,0.087

31-08-2018,Baltimore Orioles,Kansas City Royals,0.109,0.523,0.622,0.604,0.336,0.339,0.262,0.174,0.202,0.412,0.393,0.46,0.346,0.458,0.481,0.726,0.174,0.261

01-09-2018,Baltimore Orioles,Kansas City Royals,0.503,0.3,0.397,0.511,0.372,0.277,0.207,0.246,0.158,0.434,0.389,0.641,0.389,0.726,0.336,0.13,0.174,0.546

02-09-2018,Baltimore Orioles,Kansas City Royals,0.351,0.435,0.176,0.432,0.24,0.231,0.174,0.376,0.079,0.476,0.269,0.468,0.456,0.321,0.202,0.494,0.231,nan

10-09-2018,Chicago White Sox,Kansas City Royals,0.348,0.54,0.535,0.27,0.174,0.077,0.079,0.221,0.109,0.186,0.399,0.348,0.187,0.349,0.336,0.347,0.063,0.261

11-09-2018,Chicago White Sox,Kansas City Royals,0.348,0.54,0.579,0.497,0.389,0.0,0.101,0.221,0.216,0.283,0.363,0.389,0.2,0.424,0.101,0.231,0.404,nan

12-09-2018,Chicago White Sox,Kansas City Royals,0.145,0.296,0.361,0.218,0.0,0.298,0.109,0.263,0.0,0.307,0.364,0.443,0.101,0.269,0.173,0.294,0.348,0.477

13-09-2018,Minnesota Twins,Kansas City Royals,0.361,0.0,0.202,0.361,0.319,0.332,0.54,0.221,0.0,0.399,0.481,0.304,0.2,0.214,0.2,0.205,0.205,0.0

14-09-2018,Minnesota Twins,Kansas City Royals,0.524,0.294,0.481,0.289,0.463,0.174,0.252,0.142,0.243,0.393,0.46,0.281,0.403,0.331,0.479,0.402,0.376,0.202

15-09-2018,Minnesota Twins,Kansas City Royals,0.383,0.124,0.072,0.348,0.408,0.42,0.304,0.159,0.405,0.314,0.546,0.324,0.513,0.53,0.536,0.281,0.115,0.099

16-09-2018,Minnesota Twins,Kansas City Royals,0.134,0.134,0.388,0.29,0.173,0.12,0.13,0.348,0.243,0.416,0.349,0.497,0.333,0.449,0.202,0.331,0.174,0.456

27-09-2018,Cleveland Indians,Kansas City Royals,0.235,0.624,0.297,0.359,0.332,0.55,0.424,0.443,0.388,0.283,0.397,0.307,0.376,0.287,0.219,0.255,0.097,0.158

28-09-2018,Cleveland Indians,Kansas City Royals,0.291,0.334,0.248,0.484,0.56,0.463,0.442,0.275,0.232,0.298,0.359,0.269,0.294,0.336,0.292,0.19,0.203,0.224

29-09-2018,Cleveland Indians,Kansas City Royals,0.371,0.361,0.219,0.452,0.656,0.467,0.442,0.296,0.445,0.232,0.359,0.318,0.289,0.494,0.212,0.336,0.348,0.0

30-09-2018,Cleveland Indians,Kansas City Royals,0.208,0.254,0.386,0.379,0.538,0.555,0.427,0.577,0.145,0.359,0.376,0.321,0.281,0.145,0.39,0.455,0.174,0.29

29-03-2018,San Francisco Giants,Los Angeles Dodgers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

30-03-2018,San Francisco Giants,Los Angeles Dodgers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

31-03-2018,San Francisco Giants,Los Angeles Dodgers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

01-04-2018,San Francisco Giants,Los Angeles Dodgers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

10-04-2018,Oakland Athletics,Los Angeles Dodgers,0.312,0.477,0.562,0.12,0.424,0.252,0.173,0.173,nan,0.109,0.3,0.249,0.115,0.521,0.329,0.334,0.115,nan

11-04-2018,Oakland Athletics,Los Angeles Dodgers,0.281,nan,0.322,0.187,0.3,0.315,0.173,nan,nan,0.23,0.172,0.429,0.612,0.391,0.202,0.524,0.393,nan

13-04-2018,Arizona Diamondbacks,Los Angeles Dodgers,0.336,0.494,0.63,0.318,0.072,0.149,0.063,0.156,nan,0.263,0.349,0.654,0.329,0.497,0.261,0.304,0.389,nan

14-04-2018,Arizona Diamondbacks,Los Angeles Dodgers,0.497,0.472,0.538,0.194,0.101,0.277,0.197,0.087,nan,0.401,0.283,0.463,0.417,0.25,0.272,0.275,0.174,nan

15-04-2018,Arizona Diamondbacks,Los Angeles Dodgers,0.372,0.422,0.593,0.431,0.575,0.203,0.219,0.142,nan,0.312,0.134,0.348,0.377,0.424,0.0,0.29,0.468,0.0

20-04-2018,Washington Nationals,Los Angeles Dodgers,0.41,0.336,0.428,0.498,0.42,0.56,0.205,0.261,0.326,0.143,0.55,0.461,0.391,0.39,0.617,0.24,nan,0.0

21-04-2018,Washington Nationals,Los Angeles Dodgers,0.434,0.134,0.259,0.697,0.29,0.446,0.332,0.156,0.45,0.386,0.473,0.304,0.287,0.304,0.409,0.275,nan,0.26

22-04-2018,Washington Nationals,Los Angeles Dodgers,0.227,0.072,0.279,0.682,0.209,0.158,0.193,0.069,nan,0.391,0.466,0.423,0.363,0.437,0.29,0.298,0.302,0.0

23-04-2018,Miami Marlins,Los Angeles Dodgers,0.077,0.399,0.348,0.436,0.109,0.218,0.266,0.0,nan,0.545,0.728,0.218,0.378,0.421,0.174,0.318,0.347,nan

24-04-2018,Miami Marlins,Los Angeles Dodgers,0.216,0.537,0.362,0.365,0.436,0.347,0.156,0.279,0.312,0.405,0.289,0.901,0.321,0.124,0.499,0.097,0.289,0.0

25-04-2018,Miami Marlins,Los Angeles Dodgers,0.097,0.569,0.246,0.275,0.434,0.482,0.087,0.219,0.0,0.374,0.424,0.349,0.216,0.209,0.138,0.138,0.562,0.0

08-05-2018,Arizona Diamondbacks,Los Angeles Dodgers,0.389,0.381,0.115,0.33,nan,0.284,0.0,0.422,0.145,0.42,0.158,0.069,0.284,0.577,0.422,0.39,0.277,nan

09-05-2018,Arizona Diamondbacks,Los Angeles Dodgers,0.376,0.202,0.265,0.451,0.284,0.106,0.0,0.45,0.29,0.318,0.438,0.64,0.381,0.369,0.223,0.122,0.145,0.0

10-05-2018,Cincinnati Reds,Los Angeles Dodgers,0.099,0.562,0.228,0.539,0.582,0.591,0.312,0.0,0.255,0.274,0.365,0.506,0.347,0.44,0.238,0.383,0.23,nan

11-05-2018,Cincinnati Reds,Los Angeles Dodgers,0.111,0.243,0.309,0.76,0.319,0.278,0.548,0.0,0.297,0.405,0.25,0.442,0.31,0.198,0.292,0.25,0.261,0.218

12-05-2018,Cincinnati Reds,Los Angeles Dodgers,0.267,0.278,0.374,0.809,0.134,0.153,0.559,0.323,0.0,0.547,0.115,0.125,0.187,0.346,0.601,0.124,0.26,0.0

13-05-2018,Cincinnati Reds,Los Angeles Dodgers,0.19,0.387,0.409,0.124,0.193,0.292,nan,0.145,0.267,0.261,0.221,0.23,0.322,0.13,0.331,0.567,0.0,0.0

21-05-2018,Colorado Rockies,Los Angeles Dodgers,0.349,0.097,0.447,0.591,0.472,0.469,0.072,0.298,0.0,0.552,0.469,0.253,0.269,0.139,0.444,0.358,0.097,0.145

22-05-2018,Colorado Rockies,Los Angeles Dodgers,0.236,0.503,0.321,0.294,0.3,0.245,0.188,0.19,0.249,0.631,0.077,0.149,0.676,0.139,0.33,0.351,0.555,nan

23-05-2018,Colorado Rockies,Los Angeles Dodgers,0.187,0.0,0.321,0.46,0.281,0.292,0.186,0.173,0.097,0.506,0.312,0.094,0.55,0.553,0.385,0.589,0.362,0.0

25-05-2018,San Diego Padres,Los Angeles Dodgers,0.193,0.275,0.304,0.329,0.212,0.221,0.156,0.237,0.152,0.558,0.246,0.348,0.466,0.613,0.135,0.312,0.193,0.0

26-05-2018,San Diego Padres,Los Angeles Dodgers,0.145,0.42,0.275,0.135,0.397,0.33,0.319,0.296,0.0,0.452,0.401,0.304,0.493,0.162,0.238,0.232,1.217,0.0

27-05-2018,San Diego Padres,Los Angeles Dodgers,0.189,0.275,0.361,0.392,0.0,0.46,0.539,0.173,nan,0.457,0.312,0.442,0.188,0.379,0.172,0.296,0.124,0.0

28-05-2018,Philadelphia Phillies,Los Angeles Dodgers,0.147,0.214,0.194,0.364,0.437,0.5,0.405,0.109,0.348,0.174,0.438,0.308,0.317,0.302,0.51,0.0,0.124,0.0

29-05-2018,Philadelphia Phillies,Los Angeles Dodgers,0.149,0.243,0.253,0.376,0.195,0.469,0.348,0.261,0.26,0.437,0.322,0.277,0.329,0.456,0.373,0.193,0.0,0.0

30-05-2018,Philadelphia Phillies,Los Angeles Dodgers,0.469,0.243,0.494,0.312,0.325,0.254,nan,0.502,0.468,0.243,0.559,0.39,0.478,0.277,0.304,0.23,0.193,0.0

31-05-2018,Philadelphia Phillies,Los Angeles Dodgers,0.547,0.243,0.174,0.494,0.193,0.354,0.214,0.538,0.0,0.329,0.43,0.218,0.36,0.293,0.33,0.145,0.29,0.174

08-06-2018,Atlanta Braves,Los Angeles Dodgers,0.337,0.403,0.562,0.43,0.334,0.173,0.388,0.304,0.124,0.782,0.396,0.486,0.713,0.351,0.087,0.203,0.173,0.145

09-06-2018,Atlanta Braves,Los Angeles Dodgers,0.225,0.43,0.699,0.336,0.298,0.246,0.24,0.349,0.115,0.13,0.511,0.486,0.811,0.298,0.475,0.782,0.172,0.0

10-06-2018,Atlanta Braves,Los Angeles Dodgers,0.094,0.254,0.444,0.281,0.424,0.316,0.161,0.385,0.0,0.158,0.671,0.134,0.135,0.721,0.618,0.197,0.417,0.145

12-06-2018,Texas Rangers,Los Angeles Dodgers,0.429,0.434,0.216,0.33,0.294,0.347,0.35,0.363,nan,0.284,0.874,0.207,0.145,0.378,0.298,0.383,0.75,nan

13-06-2018,Texas Rangers,Los Angeles Dodgers,0.414,0.508,0.236,0.56,0.26,0.21,0.247,0.363,nan,0.372,0.416,0.142,0.526,0.36,0.51,0.395,0.174,0.0

15-06-2018,San Francisco Giants,Los Angeles Dodgers,0.141,0.571,0.427,0.285,0.294,0.337,0.239,0.312,0.0,0.37,0.524,0.472,0.27,0.682,0.174,0.436,0.472,0.29

16-06-2018,San Francisco Giants,Los Angeles Dodgers,0.236,0.246,0.482,0.334,0.266,0.194,0.174,nan,0.399,0.285,0.506,0.399,0.466,0.537,0.52,0.405,0.097,0.0

17-06-2018,San Francisco Giants,Los Angeles Dodgers,0.278,0.072,0.361,0.13,0.162,0.419,0.575,0.275,0.29,0.0,0.35,0.416,0.482,0.174,0.362,0.472,0.411,nan

25-06-2018,Chicago Cubs,Los Angeles Dodgers,0.409,0.174,0.621,0.219,0.408,0.277,0.52,0.086,nan,0.349,0.487,0.255,0.636,0.312,0.225,0.451,0.436,0.0

26-06-2018,Chicago Cubs,Los Angeles Dodgers,0.486,0.174,0.232,0.292,0.447,0.26,0.584,0.109,0.0,0.568,0.335,0.329,0.487,0.0,0.63,0.254,0.109,0.0

27-06-2018,Chicago Cubs,Los Angeles Dodgers,0.455,0.198,0.62,0.452,0.379,0.387,0.405,0.39,0.26,0.263,0.442,0.437,0.57,0.582,0.0,0.202,0.0,0.0

28-06-2018,Chicago Cubs,Los Angeles Dodgers,0.109,0.62,0.646,0.156,0.348,0.145,0.405,0.237,0.0,0.937,0.46,0.429,0.125,0.428,0.481,0.0,0.174,0.0

29-06-2018,Colorado Rockies,Los Angeles Dodgers,0.374,0.067,0.202,0.362,0.426,0.52,0.477,0.0,0.0,0.298,0.454,0.513,0.325,0.125,0.0,0.261,0.348,0.0

30-06-2018,Colorado Rockies,Los Angeles Dodgers,0.336,0.122,0.365,0.304,0.391,0.29,0.218,0.565,0.29,0.474,0.62,0.142,0.263,0.212,0.463,0.387,0.29,0.0

01-07-2018,Colorado Rockies,Los Angeles Dodgers,0.43,0.27,0.365,0.135,0.55,0.362,nan,0.348,0.138,0.122,0.506,0.616,0.087,0.072,0.223,0.332,0.261,0.0

02-07-2018,Pittsburgh Pirates,Los Angeles Dodgers,0.347,0.201,0.575,0.424,0.506,0.329,0.307,0.234,0.144,0.329,0.443,0.389,0.079,0.49,0.309,0.08,0.278,0.174

03-07-2018,Pittsburgh Pirates,Los Angeles Dodgers,0.374,0.072,0.474,0.631,0.174,0.468,0.414,0.19,0.0,0.35,0.473,0.309,0.318,0.816,0.503,0.365,0.388,0.23

04-07-2018,Pittsburgh Pirates,Los Angeles Dodgers,0.227,0.0,0.13,0.753,0.524,0.312,0.209,0.109,nan,0.54,0.75,0.361,0.349,0.835,0.622,0.438,0.452,0.0

13-07-2018,Los Angeles Angels,Los Angeles Dodgers,0.437,0.385,0.429,0.364,0.152,0.323,0.158,0.097,nan,0.309,0.552,0.261,0.3,0.209,0.214,0.124,0.202,0.174

14-07-2018,Los Angeles Angels,Los Angeles Dodgers,0.281,0.321,0.309,0.381,0.35,0.24,0.432,0.19,nan,0.214,0.296,0.417,0.494,0.52,0.426,0.087,0.195,0.218

15-07-2018,Los Angeles Angels,Los Angeles Dodgers,0.234,0.41,0.336,0.592,0.311,0.103,0.661,0.132,nan,0.426,0.451,0.33,0.289,0.315,0.161,0.351,0.269,0.115

30-07-2018,Milwaukee Brewers,Los Angeles Dodgers,0.59,0.227,0.278,0.388,0.368,0.493,0.158,0.434,0.0,0.0,0.409,0.176,0.336,0.207,0.401,0.144,0.584,0.0

31-07-2018,Milwaukee Brewers,Los Angeles Dodgers,0.412,0.29,0.174,0.174,0.524,0.544,0.539,0.361,0.145,0.254,0.522,0.0,0.281,0.087,0.191,0.365,0.197,0.218

01-08-2018,Milwaukee Brewers,Los Angeles Dodgers,0.149,0.361,0.097,0.406,0.486,0.254,0.702,0.376,0.0,0.174,0.375,0.0,0.25,0.275,0.153,0.072,0.225,0.218

02-08-2018,Milwaukee Brewers,Los Angeles Dodgers,0.457,0.211,0.347,0.187,0.399,0.33,0.249,0.0,0.174,0.193,0.336,0.304,0.636,0.276,0.481,0.17,0.332,0.5

03-08-2018,Houston Astros,Los Angeles Dodgers,0.191,0.476,0.36,0.186,0.269,0.421,0.0,0.702,nan,0.396,0.188,0.652,0.612,0.506,0.079,0.347,0.26,0.0

04-08-2018,Houston Astros,Los Angeles Dodgers,0.289,0.424,0.35,0.186,0.391,0.193,0.128,0.246,nan,0.482,0.13,0.526,0.072,0.718,0.642,0.29,0.174,0.0

05-08-2018,Houston Astros,Los Angeles Dodgers,0.284,0.448,0.188,0.621,0.365,0.261,0.508,0.364,nan,0.446,0.158,0.274,0.437,0.523,0.347,0.54,0.348,0.0

13-08-2018,San Francisco Giants,Los Angeles Dodgers,0.385,0.348,0.402,0.256,0.254,0.322,0.223,0.365,0.145,0.346,0.649,0.135,0.212,0.077,0.437,0.544,0.086,0.45

14-08-2018,San Francisco Giants,Los Angeles Dodgers,0.13,0.249,0.468,0.145,0.792,0.144,0.348,0.174,0.312,0.36,0.643,0.159,0.309,0.0,0.326,0.173,0.437,0.0

15-08-2018,San Francisco Giants,Los Angeles Dodgers,0.072,0.193,0.19,0.218,0.193,0.191,0.0,0.29,0.109,0.307,0.768,0.188,0.077,0.097,0.205,0.221,0.281,0.304

20-08-2018,St. Louis Cardinals,Los Angeles Dodgers,0.142,0.493,0.234,0.422,0.647,0.312,0.463,0.348,0.0,0.292,0.646,0.342,0.555,0.403,0.497,0.231,0.548,0.0

21-08-2018,St. Louis Cardinals,Los Angeles Dodgers,0.49,0.057,0.097,0.509,0.214,0.389,0.218,0.29,0.0,0.172,0.71,0.258,0.447,0.544,0.239,0.217,0.261,0.304
